방면명,date,직진,좌회전,우회전,합계,빨간날
사직운동장→연산교차로,2023.5.4 02:00,46,145,35,226,0
신리→연산교차로,2023.5.4 02:00,86,55,10,151,0
안락→연산교차로,2023.5.4 02:00,152,0,36,188,0
연산터널→연산교차로,2023.5.4 02:00,98,110,42,250,0
교대→연산교차로,2023.5.4 03:00,56,0,69,125,0
부산시청→연산교차로,2023.5.4 03:00,156,81,48,285,0
사직운동장→연산교차로,2023.5.4 03:00,46,125,32,203,0
신리→연산교차로,2023.5.4 03:00,64,39,8,111,0
안락→연산교차로,2023.5.4 03:00,118,0,32,150,0
연산터널→연산교차로,2023.5.4 03:00,93,97,41,231,0
교대→연산교차로,2023.5.4 04:00,67,0,78,145,0
부산시청→연산교차로,2023.5.4 04:00,157,95,56,308,0
사직운동장→연산교차로,2023.5.4 04:00,35,98,35,168,0
신리→연산교차로,2023.5.4 04:00,90,52,10,152,0
안락→연산교차로,2023.5.4 04:00,173,0,29,202,0
연산터널→연산교차로,2023.5.4 04:00,91,91,36,218,0
교대→연산교차로,2023.5.4 05:00,106,0,136,242,0
부산시청→연산교차로,2023.5.4 05:00,208,152,78,438,0
사직운동장→연산교차로,2023.5.4 05:00,70,157,30,257,0
신리→연산교차로,2023.5.4 05:00,217,92,14,323,0
안락→연산교차로,2023.5.4 05:00,322,0,47,369,0
연산터널→연산교차로,2023.5.4 05:00,129,144,39,312,0
교대→연산교차로,2023.5.4 06:00,184,0,257,441,0
부산시청→연산교차로,2023.5.4 06:00,374,250,119,743,0
사직운동장→연산교차로,2023.5.4 06:00,96,271,36,403,0
신리→연산교차로,2023.5.4 06:00,319,148,24,491,0
안락→연산교차로,2023.5.4 06:00,540,0,85,625,0
연산터널→연산교차로,2023.5.4 06:00,217,240,45,502,0
교대→연산교차로,2023.5.4 07:00,262,0,404,666,0
부산시청→연산교차로,2023.5.4 07:00,582,347,241,1170,0
사직운동장→연산교차로,2023.5.4 07:00,184,440,41,665,0
신리→연산교차로,2023.5.4 07:00,447,259,31,737,0
안락→연산교차로,2023.5.4 07:00,620,0,79,699,0
연산터널→연산교차로,2023.5.4 07:00,283,377,43,703,0
교대→연산교차로,2023.5.4 08:00,314,0,470,784,0
부산시청→연산교차로,2023.5.4 08:00,587,436,335,1358,0
사직운동장→연산교차로,2023.5.4 08:00,211,632,42,885,0
신리→연산교차로,2023.5.4 08:00,521,344,21,886,0
안락→연산교차로,2023.5.4 08:00,598,0,97,695,0
연산터널→연산교차로,2023.5.4 08:00,327,367,37,731,0
교대→연산교차로,2023.5.4 09:00,296,0,501,797,0
부산시청→연산교차로,2023.5.4 09:00,557,388,290,1235,0
사직운동장→연산교차로,2023.5.4 09:00,240,545,59,844,0
신리→연산교차로,2023.5.4 09:00,457,328,54,839,0
안락→연산교차로,2023.5.4 09:00,582,0,100,682,0
연산터널→연산교차로,2023.5.4 09:00,299,365,47,711,0
교대→연산교차로,2023.5.4 10:00,294,0,457,751,0
부산시청→연산교차로,2023.5.4 10:00,531,361,267,1159,0
사직운동장→연산교차로,2023.5.4 10:00,226,547,75,848,0
신리→연산교차로,2023.5.4 10:00,476,249,45,770,0
안락→연산교차로,2023.5.4 10:00,572,0,141,713,0
연산터널→연산교차로,2023.5.4 10:00,258,338,47,643,0
교대→연산교차로,2023.5.4 11:00,297,0,432,729,0
부산시청→연산교차로,2023.5.4 11:00,564,369,273,1206,0
사직운동장→연산교차로,2023.5.4 11:00,244,574,34,852,0
신리→연산교차로,2023.5.4 11:00,432,268,62,762,0
안락→연산교차로,2023.5.4 11:00,568,0,101,669,0
연산터널→연산교차로,2023.5.4 11:00,299,326,52,677,0
교대→연산교차로,2023.5.4 12:00,291,0,373,664,0
부산시청→연산교차로,2023.5.4 12:00,588,371,254,1213,0
사직운동장→연산교차로,2023.5.4 12:00,201,550,63,814,0
신리→연산교차로,2023.5.4 12:00,439,254,53,746,0
안락→연산교차로,2023.5.4 12:00,517,0,135,652,0
연산터널→연산교차로,2023.5.4 12:00,269,294,49,612,0
교대→연산교차로,2023.5.4 13:00,346,0,455,801,0
부산시청→연산교차로,2023.5.4 13:00,587,442,279,1308,0
사직운동장→연산교차로,2023.5.4 13:00,244,591,59,894,0
신리→연산교차로,2023.5.4 13:00,447,272,49,768,0
안락→연산교차로,2023.5.4 13:00,444,0,123,567,0
연산터널→연산교차로,2023.5.4 13:00,217,285,37,539,0
교대→연산교차로,2023.5.4 14:00,343,0,530,873,0
부산시청→연산교차로,2023.5.4 14:00,574,449,334,1357,0
사직운동장→연산교차로,2023.5.4 14:00,259,593,69,921,0
신리→연산교차로,2023.5.4 14:00,469,252,56,777,0
안락→연산교차로,2023.5.4 14:00,413,0,112,525,0
연산터널→연산교차로,2023.5.4 14:00,217,262,38,517,0
교대→연산교차로,2023.5.4 15:00,364,0,503,867,0
부산시청→연산교차로,2023.5.4 15:00,614,472,291,1377,0
사직운동장→연산교차로,2023.5.4 15:00,249,628,84,961,0
신리→연산교차로,2023.5.4 15:00,484,269,52,805,0
안락→연산교차로,2023.5.4 15:00,418,0,99,517,0
연산터널→연산교차로,2023.5.4 15:00,244,271,45,560,0
교대→연산교차로,2023.5.4 16:00,352,0,537,889,0
부산시청→연산교차로,2023.5.4 16:00,618,533,306,1457,0
사직운동장→연산교차로,2023.5.4 16:00,247,672,64,983,0
신리→연산교차로,2023.5.4 16:00,521,304,53,878,0
안락→연산교차로,2023.5.4 16:00,447,0,125,572,0
연산터널→연산교차로,2023.5.4 16:00,253,278,37,568,0
교대→연산교차로,2023.5.4 17:00,354,0,548,902,0
부산시청→연산교차로,2023.5.4 17:00,582,509,308,1399,0
사직운동장→연산교차로,2023.5.4 17:00,284,665,47,996,0
신리→연산교차로,2023.5.4 17:00,531,272,50,853,0
안락→연산교차로,2023.5.4 17:00,435,0,98,533,0
연산터널→연산교차로,2023.5.4 17:00,235,294,33,562,0
교대→연산교차로,2023.5.4 18:00,347,0,519,866,0
부산시청→연산교차로,2023.5.4 18:00,566,507,299,1372,0
사직운동장→연산교차로,2023.5.4 18:00,254,683,36,973,0
신리→연산교차로,2023.5.4 18:00,519,273,61,853,0
안락→연산교차로,2023.5.4 18:00,455,0,94,549,0
연산터널→연산교차로,2023.5.4 18:00,238,285,47,570,0
교대→연산교차로,2023.5.4 19:00,340,0,380,720,0
부산시청→연산교차로,2023.5.4 19:00,580,434,320,1334,0
사직운동장→연산교차로,2023.5.4 19:00,189,542,55,786,0
신리→연산교차로,2023.5.4 19:00,406,237,26,669,0
안락→연산교차로,2023.5.4 19:00,431,0,104,535,0
연산터널→연산교차로,2023.5.4 19:00,217,258,64,539,0
교대→연산교차로,2023.5.4 20:00,335,0,388,723,0
부산시청→연산교차로,2023.5.4 20:00,540,403,240,1183,0
사직운동장→연산교차로,2023.5.4 20:00,189,478,63,730,0
신리→연산교차로,2023.5.4 20:00,350,195,31,576,0
안락→연산교차로,2023.5.4 20:00,436,0,87,523,0
연산터널→연산교차로,2023.5.4 20:00,217,279,47,543,0
교대→연산교차로,2023.5.4 21:00,309,0,298,607,0
부산시청→연산교차로,2023.5.4 21:00,518,375,238,1131,0
사직운동장→연산교차로,2023.5.4 21:00,174,423,45,642,0
신리→연산교차로,2023.5.4 21:00,329,190,22,541,0
안락→연산교차로,2023.5.4 21:00,479,0,121,600,0
연산터널→연산교차로,2023.5.4 21:00,227,264,49,540,0
교대→연산교차로,2023.5.4 22:00,282,0,242,524,0
부산시청→연산교차로,2023.5.4 22:00,460,268,176,904,0
사직운동장→연산교차로,2023.5.4 22:00,156,393,41,590,0
신리→연산교차로,2023.5.4 22:00,260,163,18,441,0
안락→연산교차로,2023.5.4 22:00,442,0,101,543,0
연산터널→연산교차로,2023.5.4 22:00,202,237,45,484,0
교대→연산교차로,2023.5.4 23:00,220,0,126,346,0
부산시청→연산교차로,2023.5.4 23:00,333,217,136,686,0
사직운동장→연산교차로,2023.5.4 23:00,124,269,11,404,0
신리→연산교차로,2023.5.4 23:00,193,107,15,315,0
안락→연산교차로,2023.5.4 23:00,290,0,72,362,0
연산터널→연산교차로,2023.5.4 23:00,172,180,24,376,0
교대→연산교차로,2023.5.5 00:00,171,0,121,292,1
부산시청→연산교차로,2023.5.5 00:00,161,111,95,367,1
사직운동장→연산교차로,2023.5.5 00:00,94,191,3,288,1
신리→연산교차로,2023.5.5 00:00,93,68,5,166,1
안락→연산교차로,2023.5.5 00:00,233,0,56,289,1
연산터널→연산교차로,2023.5.5 00:00,60,118,2,180,1
교대→연산교차로,2023.5.5 01:00,145,0,130,275,1
부산시청→연산교차로,2023.5.5 01:00,221,128,105,454,1
사직운동장→연산교차로,2023.5.5 01:00,61,175,0,236,1
신리→연산교차로,2023.5.5 01:00,103,55,10,168,1
안락→연산교차로,2023.5.5 01:00,169,0,35,204,1
연산터널→연산교차로,2023.5.5 01:00,89,126,7,222,1
교대→연산교차로,2023.5.5 02:00,89,0,102,191,1
부산시청→연산교차로,2023.5.5 02:00,186,90,73,349,1
사직운동장→연산교차로,2023.5.5 02:00,59,137,0,196,1
신리→연산교차로,2023.5.5 02:00,55,44,9,108,1
안락→연산교차로,2023.5.5 02:00,146,0,36,182,1
연산터널→연산교차로,2023.5.5 02:00,110,121,2,233,1
교대→연산교차로,2023.5.5 03:00,72,0,93,165,1
부산시청→연산교차로,2023.5.5 03:00,187,122,59,368,1
사직운동장→연산교차로,2023.5.5 03:00,48,137,0,185,1
신리→연산교차로,2023.5.5 03:00,43,34,2,79,1
안락→연산교차로,2023.5.5 03:00,116,0,13,129,1
연산터널→연산교차로,2023.5.5 03:00,86,119,4,209,1
교대→연산교차로,2023.5.5 04:00,61,0,70,131,1
부산시청→연산교차로,2023.5.5 04:00,144,91,50,285,1
사직운동장→연산교차로,2023.5.5 04:00,47,104,0,151,1
신리→연산교차로,2023.5.5 04:00,80,50,4,134,1
안락→연산교차로,2023.5.5 04:00,141,0,26,167,1
연산터널→연산교차로,2023.5.5 04:00,77,101,3,181,1
교대→연산교차로,2023.5.5 05:00,74,0,99,173,1
부산시청→연산교차로,2023.5.5 05:00,177,117,62,356,1
사직운동장→연산교차로,2023.5.5 05:00,45,121,9,175,1
신리→연산교차로,2023.5.5 05:00,106,66,6,178,1
안락→연산교차로,2023.5.5 05:00,191,0,37,228,1
연산터널→연산교차로,2023.5.5 05:00,89,120,12,221,1
교대→연산교차로,2023.5.5 06:00,123,0,153,276,1
부산시청→연산교차로,2023.5.5 06:00,253,170,74,497,1
사직운동장→연산교차로,2023.5.5 06:00,73,173,31,277,1
신리→연산교차로,2023.5.5 06:00,171,99,15,285,1
안락→연산교차로,2023.5.5 06:00,338,0,55,393,1
연산터널→연산교차로,2023.5.5 06:00,144,145,26,315,1
교대→연산교차로,2023.5.5 07:00,156,0,132,288,1
부산시청→연산교차로,2023.5.5 07:00,324,189,111,624,1
사직운동장→연산교차로,2023.5.5 07:00,87,224,41,352,1
신리→연산교차로,2023.5.5 07:00,200,113,18,331,1
안락→연산교차로,2023.5.5 07:00,342,0,50,392,1
연산터널→연산교차로,2023.5.5 07:00,136,146,30,312,1
교대→연산교차로,2023.5.5 08:00,173,0,173,346,1
부산시청→연산교차로,2023.5.5 08:00,335,216,147,698,1
사직운동장→연산교차로,2023.5.5 08:00,103,349,29,481,1
신리→연산교차로,2023.5.5 08:00,259,164,22,445,1
안락→연산교차로,2023.5.5 08:00,333,0,74,407,1
연산터널→연산교차로,2023.5.5 08:00,194,193,40,427,1
교대→연산교차로,2023.5.5 09:00,215,0,206,421,1
부산시청→연산교차로,2023.5.5 09:00,397,294,155,846,1
사직운동장→연산교차로,2023.5.5 09:00,162,408,43,613,1
신리→연산교차로,2023.5.5 09:00,354,208,25,587,1
안락→연산교차로,2023.5.5 09:00,388,0,95,483,1
연산터널→연산교차로,2023.5.5 09:00,201,229,45,475,1
교대→연산교차로,2023.5.5 10:00,272,0,306,578,1
부산시청→연산교차로,2023.5.5 10:00,482,326,214,1022,1
사직운동장→연산교차로,2023.5.5 10:00,195,519,43,757,1
신리→연산교차로,2023.5.5 10:00,435,230,39,704,1
안락→연산교차로,2023.5.5 10:00,479,0,104,583,1
연산터널→연산교차로,2023.5.5 10:00,212,260,59,531,1
교대→연산교차로,2023.5.5 11:00,291,0,319,610,1
부산시청→연산교차로,2023.5.5 11:00,553,349,226,1128,1
사직운동장→연산교차로,2023.5.5 11:00,193,557,44,794,1
신리→연산교차로,2023.5.5 11:00,413,221,36,670,1
안락→연산교차로,2023.5.5 11:00,543,0,111,654,1
연산터널→연산교차로,2023.5.5 11:00,291,326,48,665,1
교대→연산교차로,2023.5.5 12:00,305,0,322,627,1
부산시청→연산교차로,2023.5.5 12:00,516,366,237,1119,1
사직운동장→연산교차로,2023.5.5 12:00,222,570,46,838,1
신리→연산교차로,2023.5.5 12:00,403,213,45,661,1
안락→연산교차로,2023.5.5 12:00,549,0,140,689,1
연산터널→연산교차로,2023.5.5 12:00,269,324,53,646,1
교대→연산교차로,2023.5.5 13:00,291,0,351,642,1
부산시청→연산교차로,2023.5.5 13:00,531,349,251,1131,1
사직운동장→연산교차로,2023.5.5 13:00,249,551,34,834,1
신리→연산교차로,2023.5.5 13:00,429,199,51,679,1
안락→연산교차로,2023.5.5 13:00,487,0,135,622,1
연산터널→연산교차로,2023.5.5 13:00,243,319,58,620,1
교대→연산교차로,2023.5.5 14:00,296,0,307,603,1
부산시청→연산교차로,2023.5.5 14:00,557,352,253,1162,1
사직운동장→연산교차로,2023.5.5 14:00,249,538,43,830,1
신리→연산교차로,2023.5.5 14:00,387,215,49,651,1
안락→연산교차로,2023.5.5 14:00,517,0,115,632,1
연산터널→연산교차로,2023.5.5 14:00,248,281,48,577,1
교대→연산교차로,2023.5.5 15:00,290,0,381,671,1
부산시청→연산교차로,2023.5.5 15:00,568,361,244,1173,1
사직운동장→연산교차로,2023.5.5 15:00,275,543,33,851,1
신리→연산교차로,2023.5.5 15:00,413,194,40,647,1
안락→연산교차로,2023.5.5 15:00,544,0,131,675,1
연산터널→연산교차로,2023.5.5 15:00,256,278,48,582,1
교대→연산교차로,2023.5.5 16:00,300,0,340,640,1
부산시청→연산교차로,2023.5.5 16:00,589,362,257,1208,1
사직운동장→연산교차로,2023.5.5 16:00,221,556,42,819,1
신리→연산교차로,2023.5.5 16:00,444,209,52,705,1
안락→연산교차로,2023.5.5 16:00,532,0,141,673,1
연산터널→연산교차로,2023.5.5 16:00,251,284,49,584,1
교대→연산교차로,2023.5.5 17:00,288,0,338,626,1
부산시청→연산교차로,2023.5.5 17:00,570,372,206,1148,1
사직운동장→연산교차로,2023.5.5 17:00,212,569,38,819,1
신리→연산교차로,2023.5.5 17:00,423,234,49,706,1
안락→연산교차로,2023.5.5 17:00,505,0,130,635,1
연산터널→연산교차로,2023.5.5 17:00,257,273,66,596,1
교대→연산교차로,2023.5.5 18:00,285,0,321,606,1
부산시청→연산교차로,2023.5.5 18:00,514,340,216,1070,1
사직운동장→연산교차로,2023.5.5 18:00,218,466,38,722,1
신리→연산교차로,2023.5.5 18:00,322,220,28,570,1
안락→연산교차로,2023.5.5 18:00,483,0,111,594,1
연산터널→연산교차로,2023.5.5 18:00,225,285,64,574,1
교대→연산교차로,2023.5.5 19:00,258,0,217,475,1
부산시청→연산교차로,2023.5.5 19:00,461,324,166,951,1
사직운동장→연산교차로,2023.5.5 19:00,153,407,8,568,1
신리→연산교차로,2023.5.5 19:00,298,161,14,473,1
안락→연산교차로,2023.5.5 19:00,380,0,88,468,1
연산터널→연산교차로,2023.5.5 19:00,223,276,32,531,1
교대→연산교차로,2023.5.5 20:00,246,0,221,467,1
부산시청→연산교차로,2023.5.5 20:00,437,310,191,938,1
사직운동장→연산교차로,2023.5.5 20:00,134,422,8,564,1
신리→연산교차로,2023.5.5 20:00,321,164,13,498,1
안락→연산교차로,2023.5.5 20:00,382,0,85,467,1
연산터널→연산교차로,2023.5.5 20:00,195,268,27,490,1
교대→연산교차로,2023.5.5 21:00,245,0,181,426,1
부산시청→연산교차로,2023.5.5 21:00,409,283,144,836,1
사직운동장→연산교차로,2023.5.5 21:00,149,393,7,549,1
신리→연산교차로,2023.5.5 21:00,264,165,11,440,1
안락→연산교차로,2023.5.5 21:00,349,0,95,444,1
연산터널→연산교차로,2023.5.5 21:00,226,236,29,491,1
교대→연산교차로,2023.5.5 22:00,187,0,163,350,1
부산시청→연산교차로,2023.5.5 22:00,348,230,127,705,1
사직운동장→연산교차로,2023.5.5 22:00,120,326,16,462,1
신리→연산교차로,2023.5.5 22:00,220,167,13,400,1
안락→연산교차로,2023.5.5 22:00,301,0,76,377,1
연산터널→연산교차로,2023.5.5 22:00,178,180,48,406,1
교대→연산교차로,2023.5.5 23:00,143,0,123,266,1
부산시청→연산교차로,2023.5.5 23:00,259,166,97,522,1
사직운동장→연산교차로,2023.5.5 23:00,108,231,20,359,1
신리→연산교차로,2023.5.5 23:00,166,101,10,277,1
안락→연산교차로,2023.5.5 23:00,213,0,48,261,1
연산터널→연산교차로,2023.5.5 23:00,122,165,30,317,1
교대→연산교차로,2023.5.6 00:00,129,0,124,253,0
부산시청→연산교차로,2023.5.6 00:00,229,128,96,453,0
사직운동장→연산교차로,2023.5.6 00:00,85,252,6,343,0
신리→연산교차로,2023.5.6 00:00,144,94,9,247,0
안락→연산교차로,2023.5.6 00:00,169,0,53,222,0
연산터널→연산교차로,2023.5.6 00:00,134,165,5,304,0
교대→연산교차로,2023.5.6 01:00,60,0,91,151,0
부산시청→연산교차로,2023.5.6 01:00,147,107,71,325,0
사직운동장→연산교차로,2023.5.6 01:00,72,191,1,264,0
신리→연산교차로,2023.5.6 01:00,57,51,0,108,0
안락→연산교차로,2023.5.6 01:00,80,0,14,94,0
연산터널→연산교차로,2023.5.6 01:00,61,116,0,177,0
교대→연산교차로,2023.5.6 02:00,38,0,62,100,0
부산시청→연산교차로,2023.5.6 02:00,126,84,40,250,0
사직운동장→연산교차로,2023.5.6 02:00,55,111,0,166,0
신리→연산교차로,2023.5.6 02:00,39,35,0,74,0
안락→연산교차로,2023.5.6 02:00,62,0,14,76,0
