방면명,date,직진,좌회전,우회전,합계,빨간날
안락→연산교차로,2023.8.18 00:00,215,0,67,282,0
연산터널→연산교차로,2023.8.18 00:00,127,168,69,364,0
교대→연산교차로,2023.8.18 01:00,112,0,167,279,0
부산시청→연산교차로,2023.8.18 01:00,191,120,68,379,0
사직운동장→연산교차로,2023.8.18 01:00,61,194,51,306,0
신리→연산교차로,2023.8.18 01:00,113,65,11,189,0
안락→연산교차로,2023.8.18 01:00,166,0,40,206,0
연산터널→연산교차로,2023.8.18 01:00,131,140,69,340,0
교대→연산교차로,2023.8.18 02:00,75,0,127,202,0
부산시청→연산교차로,2023.8.18 02:00,181,97,70,348,0
사직운동장→연산교차로,2023.8.18 02:00,48,152,45,245,0
신리→연산교차로,2023.8.18 02:00,90,47,10,147,0
안락→연산교차로,2023.8.18 02:00,136,0,44,180,0
연산터널→연산교차로,2023.8.18 02:00,107,107,40,254,0
교대→연산교차로,2023.8.18 03:00,73,0,132,205,0
부산시청→연산교차로,2023.8.18 03:00,126,86,72,284,0
사직운동장→연산교차로,2023.8.18 03:00,28,141,32,201,0
신리→연산교차로,2023.8.18 03:00,82,53,9,144,0
안락→연산교차로,2023.8.18 03:00,128,0,23,151,0
연산터널→연산교차로,2023.8.18 03:00,87,105,41,233,0
교대→연산교차로,2023.8.18 04:00,61,0,88,149,0
부산시청→연산교차로,2023.8.18 04:00,160,81,48,289,0
사직운동장→연산교차로,2023.8.18 04:00,25,113,25,163,0
신리→연산교차로,2023.8.18 04:00,89,56,9,154,0
안락→연산교차로,2023.8.18 04:00,167,0,34,201,0
연산터널→연산교차로,2023.8.18 04:00,71,89,27,187,0
교대→연산교차로,2023.8.18 05:00,90,0,125,215,0
부산시청→연산교차로,2023.8.18 05:00,232,144,70,446,0
사직운동장→연산교차로,2023.8.18 05:00,51,185,15,251,0
신리→연산교차로,2023.8.18 05:00,200,87,12,299,0
안락→연산교차로,2023.8.18 05:00,276,0,52,328,0
연산터널→연산교차로,2023.8.18 05:00,137,137,23,297,0
교대→연산교차로,2023.8.18 06:00,180,0,212,392,0
부산시청→연산교차로,2023.8.18 06:00,352,250,124,726,0
사직운동장→연산교차로,2023.8.18 06:00,93,283,40,416,0
신리→연산교차로,2023.8.18 06:00,360,178,32,570,0
안락→연산교차로,2023.8.18 06:00,494,0,88,582,0
연산터널→연산교차로,2023.8.18 06:00,205,220,31,456,0
교대→연산교차로,2023.8.18 07:00,236,0,370,606,0
부산시청→연산교차로,2023.8.18 07:00,530,328,218,1076,0
사직운동장→연산교차로,2023.8.18 07:00,188,476,68,732,0
신리→연산교차로,2023.8.18 07:00,439,258,22,719,0
안락→연산교차로,2023.8.18 07:00,596,0,78,674,0
연산터널→연산교차로,2023.8.18 07:00,290,365,41,696,0
교대→연산교차로,2023.8.18 08:00,300,0,497,797,0
부산시청→연산교차로,2023.8.18 08:00,549,409,291,1249,0
사직운동장→연산교차로,2023.8.18 08:00,192,640,49,881,0
신리→연산교차로,2023.8.18 08:00,486,313,24,823,0
안락→연산교차로,2023.8.18 08:00,599,0,118,717,0
연산터널→연산교차로,2023.8.18 08:00,301,386,34,721,0
교대→연산교차로,2023.8.18 09:00,284,0,496,780,0
부산시청→연산교차로,2023.8.18 09:00,532,359,294,1185,0
사직운동장→연산교차로,2023.8.18 09:00,172,581,90,843,0
신리→연산교차로,2023.8.18 09:00,437,346,42,825,0
안락→연산교차로,2023.8.18 09:00,583,0,96,679,0
연산터널→연산교차로,2023.8.18 09:00,308,329,42,679,0
교대→연산교차로,2023.8.18 10:00,311,0,505,816,0
부산시청→연산교차로,2023.8.18 10:00,543,361,285,1189,0
사직운동장→연산교차로,2023.8.18 10:00,179,583,94,856,0
신리→연산교차로,2023.8.18 10:00,438,280,44,762,0
안락→연산교차로,2023.8.18 10:00,555,0,122,677,0
연산터널→연산교차로,2023.8.18 10:00,307,331,53,691,0
교대→연산교차로,2023.8.18 11:00,311,0,470,781,0
부산시청→연산교차로,2023.8.18 11:00,545,388,276,1209,0
사직운동장→연산교차로,2023.8.18 11:00,202,586,62,850,0
신리→연산교차로,2023.8.18 11:00,483,274,69,826,0
안락→연산교차로,2023.8.18 11:00,523,0,167,690,0
연산터널→연산교차로,2023.8.18 11:00,267,300,63,630,0
교대→연산교차로,2023.8.18 12:00,294,0,430,724,0
부산시청→연산교차로,2023.8.18 12:00,540,360,255,1155,0
사직운동장→연산교차로,2023.8.18 12:00,212,541,66,819,0
신리→연산교차로,2023.8.18 12:00,434,275,50,759,0
안락→연산교차로,2023.8.18 12:00,457,0,163,620,0
연산터널→연산교차로,2023.8.18 12:00,284,296,49,629,0
교대→연산교차로,2023.8.18 13:00,326,0,451,777,0
부산시청→연산교차로,2023.8.18 13:00,524,425,283,1232,0
사직운동장→연산교차로,2023.8.18 13:00,205,586,83,874,0
신리→연산교차로,2023.8.18 13:00,424,298,49,771,0
안락→연산교차로,2023.8.18 13:00,442,0,128,570,0
연산터널→연산교차로,2023.8.18 13:00,247,272,31,550,0
교대→연산교차로,2023.8.18 14:00,356,0,520,876,0
부산시청→연산교차로,2023.8.18 14:00,540,439,292,1271,0
사직운동장→연산교차로,2023.8.18 14:00,227,616,78,921,0
신리→연산교차로,2023.8.18 14:00,449,285,69,803,0
안락→연산교차로,2023.8.18 14:00,431,0,105,536,0
연산터널→연산교차로,2023.8.18 14:00,247,261,45,553,0
교대→연산교차로,2023.8.18 15:00,361,0,454,815,0
부산시청→연산교차로,2023.8.18 15:00,598,462,321,1381,0
사직운동장→연산교차로,2023.8.18 15:00,206,607,71,884,0
신리→연산교차로,2023.8.18 15:00,475,282,55,812,0
안락→연산교차로,2023.8.18 15:00,425,0,141,566,0
연산터널→연산교차로,2023.8.18 15:00,262,265,37,564,0
교대→연산교차로,2023.8.18 16:00,358,0,492,850,0
부산시청→연산교차로,2023.8.18 16:00,613,497,299,1409,0
사직운동장→연산교차로,2023.8.18 16:00,232,697,56,985,0
신리→연산교차로,2023.8.18 16:00,511,296,43,850,0
안락→연산교차로,2023.8.18 16:00,439,0,110,549,0
연산터널→연산교차로,2023.8.18 16:00,240,285,51,576,0
교대→연산교차로,2023.8.18 17:00,366,0,558,924,0
부산시청→연산교차로,2023.8.18 17:00,609,545,350,1504,0
사직운동장→연산교차로,2023.8.18 17:00,231,679,50,960,0
신리→연산교차로,2023.8.18 17:00,547,292,54,893,0
안락→연산교차로,2023.8.18 17:00,442,0,103,545,0
연산터널→연산교차로,2023.8.18 17:00,239,263,62,564,0
교대→연산교차로,2023.8.18 18:00,364,0,568,932,0
부산시청→연산교차로,2023.8.18 18:00,616,550,351,1517,0
사직운동장→연산교차로,2023.8.18 18:00,242,697,44,983,0
신리→연산교차로,2023.8.18 18:00,551,270,46,867,0
안락→연산교차로,2023.8.18 18:00,460,0,96,556,0
연산터널→연산교차로,2023.8.18 18:00,227,285,57,569,0
교대→연산교차로,2023.8.18 19:00,346,0,436,782,0
부산시청→연산교차로,2023.8.18 19:00,553,379,272,1204,0
사직운동장→연산교차로,2023.8.18 19:00,216,597,74,887,0
신리→연산교차로,2023.8.18 19:00,361,226,36,623,0
안락→연산교차로,2023.8.18 19:00,420,0,121,541,0
연산터널→연산교차로,2023.8.18 19:00,206,268,65,539,0
교대→연산교차로,2023.8.18 20:00,307,0,392,699,0
부산시청→연산교차로,2023.8.18 20:00,494,360,212,1066,0
사직운동장→연산교차로,2023.8.18 20:00,169,534,79,782,0
신리→연산교차로,2023.8.18 20:00,357,211,45,613,0
안락→연산교차로,2023.8.18 20:00,398,0,109,507,0
연산터널→연산교차로,2023.8.18 20:00,225,255,60,540,0
교대→연산교차로,2023.8.18 21:00,302,0,353,655,0
부산시청→연산교차로,2023.8.18 21:00,471,300,227,998,0
사직운동장→연산교차로,2023.8.18 21:00,175,467,92,734,0
신리→연산교차로,2023.8.18 21:00,318,227,39,584,0
안락→연산교차로,2023.8.18 21:00,391,0,119,510,0
연산터널→연산교차로,2023.8.18 21:00,241,263,61,565,0
교대→연산교차로,2023.8.18 22:00,288,0,323,611,0
부산시청→연산교차로,2023.8.18 22:00,483,284,176,943,0
사직운동장→연산교차로,2023.8.18 22:00,170,449,114,733,0
신리→연산교차로,2023.8.18 22:00,305,173,26,504,0
안락→연산교차로,2023.8.18 22:00,403,0,131,534,0
연산터널→연산교차로,2023.8.18 22:00,231,266,83,580,0
교대→연산교차로,2023.8.18 23:00,211,0,255,466,0
부산시청→연산교차로,2023.8.18 23:00,363,209,150,722,0
사직운동장→연산교차로,2023.8.18 23:00,137,377,63,577,0
신리→연산교차로,2023.8.18 23:00,274,128,18,420,0
안락→연산교차로,2023.8.18 23:00,306,0,83,389,0
연산터널→연산교차로,2023.8.18 23:00,179,204,59,442,0
교대→연산교차로,2023.8.19 00:00,185,0,258,443,0
부산시청→연산교차로,2023.8.19 00:00,328,195,129,652,0
사직운동장→연산교차로,2023.8.19 00:00,96,272,54,422,0
신리→연산교차로,2023.8.19 00:00,223,135,24,382,0
안락→연산교차로,2023.8.19 00:00,276,0,79,355,0
연산터널→연산교차로,2023.8.19 00:00,177,192,46,415,0
교대→연산교차로,2023.8.19 01:00,156,0,254,410,0
부산시청→연산교차로,2023.8.19 01:00,263,148,106,517,0
사직운동장→연산교차로,2023.8.19 01:00,75,220,49,344,0
신리→연산교차로,2023.8.19 01:00,158,110,20,288,0
안락→연산교차로,2023.8.19 01:00,211,0,43,254,0
연산터널→연산교차로,2023.8.19 01:00,148,191,60,399,0
교대→연산교차로,2023.8.19 02:00,123,0,158,281,0
부산시청→연산교차로,2023.8.19 02:00,227,116,79,422,0
사직운동장→연산교차로,2023.8.19 02:00,72,196,10,278,0
신리→연산교차로,2023.8.19 02:00,140,78,11,229,0
안락→연산교차로,2023.8.19 02:00,178,0,40,218,0
연산터널→연산교차로,2023.8.19 02:00,117,159,22,298,0
교대→연산교차로,2023.8.19 03:00,82,0,121,203,0
부산시청→연산교차로,2023.8.19 03:00,212,113,52,377,0
사직운동장→연산교차로,2023.8.19 03:00,40,184,5,229,0
신리→연산교차로,2023.8.19 03:00,88,74,10,172,0
안락→연산교차로,2023.8.19 03:00,162,0,40,202,0
연산터널→연산교차로,2023.8.19 03:00,97,128,11,236,0
교대→연산교차로,2023.8.19 04:00,77,0,117,194,0
부산시청→연산교차로,2023.8.19 04:00,174,87,50,311,0
사직운동장→연산교차로,2023.8.19 04:00,36,121,16,173,0
신리→연산교차로,2023.8.19 04:00,93,46,4,143,0
안락→연산교차로,2023.8.19 04:00,169,0,35,204,0
연산터널→연산교차로,2023.8.19 04:00,77,99,12,188,0
교대→연산교차로,2023.8.19 05:00,98,0,128,226,0
부산시청→연산교차로,2023.8.19 05:00,236,157,85,478,0
사직운동장→연산교차로,2023.8.19 05:00,50,167,22,239,0
신리→연산교차로,2023.8.19 05:00,153,79,9,241,0
안락→연산교차로,2023.8.19 05:00,273,0,32,305,0
연산터널→연산교차로,2023.8.19 05:00,140,143,23,306,0
교대→연산교차로,2023.8.19 06:00,145,0,161,306,0
부산시청→연산교차로,2023.8.19 06:00,333,197,95,625,0
사직운동장→연산교차로,2023.8.19 06:00,72,221,39,332,0
신리→연산교차로,2023.8.19 06:00,264,151,18,433,0
안락→연산교차로,2023.8.19 06:00,355,0,95,450,0
연산터널→연산교차로,2023.8.19 06:00,148,167,37,352,0
교대→연산교차로,2023.8.19 07:00,203,0,183,386,0
부산시청→연산교차로,2023.8.19 07:00,360,221,151,732,0
사직운동장→연산교차로,2023.8.19 07:00,106,351,41,498,0
신리→연산교차로,2023.8.19 07:00,266,151,37,454,0
안락→연산교차로,2023.8.19 07:00,401,0,88,489,0
연산터널→연산교차로,2023.8.19 07:00,187,217,39,443,0
교대→연산교차로,2023.8.19 08:00,252,0,328,580,0
부산시청→연산교차로,2023.8.19 08:00,469,321,206,996,0
사직운동장→연산교차로,2023.8.19 08:00,177,497,48,722,0
신리→연산교차로,2023.8.19 08:00,403,251,48,702,0
안락→연산교차로,2023.8.19 08:00,528,0,119,647,0
연산터널→연산교차로,2023.8.19 08:00,270,321,46,637,0
교대→연산교차로,2023.8.19 09:00,284,0,360,644,0
부산시청→연산교차로,2023.8.19 09:00,521,350,262,1133,0
사직운동장→연산교차로,2023.8.19 09:00,165,603,69,837,0
신리→연산교차로,2023.8.19 09:00,449,282,72,803,0
안락→연산교차로,2023.8.19 09:00,536,0,149,685,0
연산터널→연산교차로,2023.8.19 09:00,282,326,60,668,0
교대→연산교차로,2023.8.19 10:00,294,0,441,735,0
부산시청→연산교차로,2023.8.19 10:00,559,384,318,1261,0
사직운동장→연산교차로,2023.8.19 10:00,208,614,62,884,0
신리→연산교차로,2023.8.19 10:00,515,268,65,848,0
안락→연산교차로,2023.8.19 10:00,571,0,147,718,0
연산터널→연산교차로,2023.8.19 10:00,300,344,65,709,0
교대→연산교차로,2023.8.19 11:00,288,0,445,733,0
부산시청→연산교차로,2023.8.19 11:00,577,374,307,1258,0
사직운동장→연산교차로,2023.8.19 11:00,183,582,54,819,0
신리→연산교차로,2023.8.19 11:00,502,280,71,853,0
안락→연산교차로,2023.8.19 11:00,563,0,154,717,0
연산터널→연산교차로,2023.8.19 11:00,284,345,73,702,0
교대→연산교차로,2023.8.19 12:00,304,0,429,733,0
부산시청→연산교차로,2023.8.19 12:00,559,350,305,1214,0
사직운동장→연산교차로,2023.8.19 12:00,206,605,47,858,0
신리→연산교차로,2023.8.19 12:00,515,302,46,863,0
안락→연산교차로,2023.8.19 12:00,529,0,142,671,0
연산터널→연산교차로,2023.8.19 12:00,274,325,56,655,0
교대→연산교차로,2023.8.19 13:00,334,0,485,819,0
부산시청→연산교차로,2023.8.19 13:00,600,496,294,1390,0
사직운동장→연산교차로,2023.8.19 13:00,196,630,38,864,0
신리→연산교차로,2023.8.19 13:00,456,280,86,822,0
안락→연산교차로,2023.8.19 13:00,429,0,120,549,0
연산터널→연산교차로,2023.8.19 13:00,253,276,47,576,0
교대→연산교차로,2023.8.19 14:00,346,0,463,809,0
부산시청→연산교차로,2023.8.19 14:00,596,467,311,1374,0
사직운동장→연산교차로,2023.8.19 14:00,198,679,40,917,0
신리→연산교차로,2023.8.19 14:00,403,283,67,753,0
안락→연산교차로,2023.8.19 14:00,441,0,113,554,0
연산터널→연산교차로,2023.8.19 14:00,242,285,49,576,0
교대→연산교차로,2023.8.19 15:00,342,0,373,715,0
부산시청→연산교차로,2023.8.19 15:00,605,484,305,1394,0
사직운동장→연산교차로,2023.8.19 15:00,197,652,44,893,0
신리→연산교차로,2023.8.19 15:00,435,261,67,763,0
안락→연산교차로,2023.8.19 15:00,429,0,118,547,0
연산터널→연산교차로,2023.8.19 15:00,243,253,51,547,0
교대→연산교차로,2023.8.19 16:00,342,0,413,755,0
부산시청→연산교차로,2023.8.19 16:00,601,473,302,1376,0
사직운동장→연산교차로,2023.8.19 16:00,214,668,59,941,0
신리→연산교차로,2023.8.19 16:00,438,250,51,739,0
안락→연산교차로,2023.8.19 16:00,434,0,113,547,0
연산터널→연산교차로,2023.8.19 16:00,234,268,48,550,0
교대→연산교차로,2023.8.19 17:00,318,0,360,678,0
부산시청→연산교차로,2023.8.19 17:00,584,439,258,1281,0
사직운동장→연산교차로,2023.8.19 17:00,230,606,47,883,0
신리→연산교차로,2023.8.19 17:00,397,265,54,716,0
안락→연산교차로,2023.8.19 17:00,438,0,120,558,0
연산터널→연산교차로,2023.8.19 17:00,226,276,51,553,0
교대→연산교차로,2023.8.19 18:00,306,0,358,664,0
부산시청→연산교차로,2023.8.19 18:00,529,422,233,1184,0
사직운동장→연산교차로,2023.8.19 18:00,178,563,70,811,0
신리→연산교차로,2023.8.19 18:00,388,210,33,631,0
안락→연산교차로,2023.8.19 18:00,419,0,120,539,0
연산터널→연산교차로,2023.8.19 18:00,230,257,55,542,0
교대→연산교차로,2023.8.19 19:00,281,0,290,571,0
부산시청→연산교차로,2023.8.19 19:00,449,367,208,1024,0
사직운동장→연산교차로,2023.8.19 19:00,160,470,30,660,0
신리→연산교차로,2023.8.19 19:00,340,235,17,592,0
안락→연산교차로,2023.8.19 19:00,390,0,126,516,0
연산터널→연산교차로,2023.8.19 19:00,207,251,31,489,0
교대→연산교차로,2023.8.19 20:00,257,0,274,531,0
부산시청→연산교차로,2023.8.19 20:00,446,347,190,983,0
사직운동장→연산교차로,2023.8.19 20:00,164,468,7,639,0
신리→연산교차로,2023.8.19 20:00,248,154,6,408,0
안락→연산교차로,2023.8.19 20:00,381,0,97,478,0
연산터널→연산교차로,2023.8.19 20:00,211,234,23,468,0
교대→연산교차로,2023.8.19 21:00,266,0,317,583,0
부산시청→연산교차로,2023.8.19 21:00,441,331,184,956,0
사직운동장→연산교차로,2023.8.19 21:00,129,415,10,554,0
신리→연산교차로,2023.8.19 21:00,337,193,9,539,0
안락→연산교차로,2023.8.19 21:00,356,0,92,448,0
연산터널→연산교차로,2023.8.19 21:00,229,257,44,530,0
교대→연산교차로,2023.8.19 22:00,254,0,220,474,0
부산시청→연산교차로,2023.8.19 22:00,351,252,160,763,0
사직운동장→연산교차로,2023.8.19 22:00,136,343,22,501,0
신리→연산교차로,2023.8.19 22:00,234,147,21,402,0
안락→연산교차로,2023.8.19 22:00,335,0,91,426,0
연산터널→연산교차로,2023.8.19 22:00,214,225,33,472,0
교대→연산교차로,2023.8.19 23:00,199,0,215,414,0
부산시청→연산교차로,2023.8.19 23:00,341,185,91,617,0
사직운동장→연산교차로,2023.8.19 23:00,97,302,15,414,0
신리→연산교차로,2023.8.19 23:00,228,117,10,355,0
안락→연산교차로,2023.8.19 23:00,301,0,64,365,0
연산터널→연산교차로,2023.8.19 23:00,157,216,44,417,0
교대→연산교차로,2023.8.20 00:00,165,0,229,394,1
부산시청→연산교차로,2023.8.20 00:00,295,173,104,572,1
사직운동장→연산교차로,2023.8.20 00:00,64,250,12,326,1
신리→연산교차로,2023.8.20 00:00,181,99,15,295,1
안락→연산교차로,2023.8.20 00:00,234,0,62,296,1
연산터널→연산교차로,2023.8.20 00:00,127,186,32,345,1
교대→연산교차로,2023.8.20 01:00,125,0,194,319,1
부산시청→연산교차로,2023.8.20 01:00,212,133,91,436,1
사직운동장→연산교차로,2023.8.20 01:00,63,174,10,247,1
신리→연산교차로,2023.8.20 01:00,153,92,17,262,1
안락→연산교차로,2023.8.20 01:00,192,0,44,236,1
연산터널→연산교차로,2023.8.20 01:00,115,175,29,319,1
교대→연산교차로,2023.8.20 02:00,124,0,195,319,1
부산시청→연산교차로,2023.8.20 02:00,211,111,80,402,1
사직운동장→연산교차로,2023.8.20 02:00,42,171,4,217,1
신리→연산교차로,2023.8.20 02:00,120,65,6,191,1
안락→연산교차로,2023.8.20 02:00,157,0,36,193,1
연산터널→연산교차로,2023.8.20 02:00,103,129,15,247,1
교대→연산교차로,2023.8.20 03:00,85,0,153,238,1
부산시청→연산교차로,2023.8.20 03:00,181,85,67,333,1
사직운동장→연산교차로,2023.8.20 03:00,37,116,8,161,1
신리→연산교차로,2023.8.20 03:00,100,60,7,167,1
안락→연산교차로,2023.8.20 03:00,129,0,41,170,1
연산터널→연산교차로,2023.8.20 03:00,107,100,18,225,1
교대→연산교차로,2023.8.20 04:00,72,0,109,181,1
부산시청→연산교차로,2023.8.20 04:00,133,83,63,279,1
사직운동장→연산교차로,2023.8.20 04:00,31,126,9,166,1
신리→연산교차로,2023.8.20 04:00,91,48,8,147,1
안락→연산교차로,2023.8.20 04:00,132,0,31,163,1
연산터널→연산교차로,2023.8.20 04:00,93,109,18,220,1
교대→연산교차로,2023.8.20 05:00,62,0,102,164,1
부산시청→연산교차로,2023.8.20 05:00,135,90,43,268,1
사직운동장→연산교차로,2023.8.20 05:00,43,131,23,197,1
신리→연산교차로,2023.8.20 05:00,97,51,5,153,1
안락→연산교차로,2023.8.20 05:00,154,0,39,193,1
연산터널→연산교차로,2023.8.20 05:00,87,87,29,203,1
교대→연산교차로,2023.8.20 06:00,94,0,102,196,1
부산시청→연산교차로,2023.8.20 06:00,212,142,66,420,1
사직운동장→연산교차로,2023.8.20 06:00,46,173,33,252,1
신리→연산교차로,2023.8.20 06:00,149,72,9,230,1
안락→연산교차로,2023.8.20 06:00,251,0,43,294,1
연산터널→연산교차로,2023.8.20 06:00,122,110,21,253,1
교대→연산교차로,2023.8.20 07:00,138,0,133,271,1
부산시청→연산교차로,2023.8.20 07:00,249,164,77,490,1
사직운동장→연산교차로,2023.8.20 07:00,64,211,35,310,1
신리→연산교차로,2023.8.20 07:00,196,95,17,308,1
안락→연산교차로,2023.8.20 07:00,237,0,51,288,1
연산터널→연산교차로,2023.8.20 07:00,136,113,32,281,1
교대→연산교차로,2023.8.20 08:00,172,0,157,329,1
부산시청→연산교차로,2023.8.20 08:00,285,191,115,591,1
사직운동장→연산교차로,2023.8.20 08:00,120,336,45,501,1
신리→연산교차로,2023.8.20 08:00,249,119,20,388,1
안락→연산교차로,2023.8.20 08:00,312,0,72,384,1
연산터널→연산교차로,2023.8.20 08:00,172,145,24,341,1
교대→연산교차로,2023.8.20 09:00,213,0,228,441,1
부산시청→연산교차로,2023.8.20 09:00,370,276,160,806,1
사직운동장→연산교차로,2023.8.20 09:00,134,429,42,605,1
신리→연산교차로,2023.8.20 09:00,356,197,26,579,1
안락→연산교차로,2023.8.20 09:00,423,0,97,520,1
연산터널→연산교차로,2023.8.20 09:00,260,210,31,501,1
교대→연산교차로,2023.8.20 10:00,290,0,310,600,1
부산시청→연산교차로,2023.8.20 10:00,457,295,160,912,1
사직운동장→연산교차로,2023.8.20 10:00,168,500,46,714,1
신리→연산교차로,2023.8.20 10:00,396,205,21,622,1
안락→연산교차로,2023.8.20 10:00,430,0,88,518,1
연산터널→연산교차로,2023.8.20 10:00,227,249,34,510,1
교대→연산교차로,2023.8.20 11:00,254,0,367,621,1
부산시청→연산교차로,2023.8.20 11:00,502,337,199,1038,1
사직운동장→연산교차로,2023.8.20 11:00,175,526,54,755,1
신리→연산교차로,2023.8.20 11:00,383,185,48,616,1
안락→연산교차로,2023.8.20 11:00,502,0,134,636,1
연산터널→연산교차로,2023.8.20 11:00,281,266,56,603,1
교대→연산교차로,2023.8.20 12:00,300,0,310,610,1
부산시청→연산교차로,2023.8.20 12:00,518,354,197,1069,1
사직운동장→연산교차로,2023.8.20 12:00,203,541,47,791,1
신리→연산교차로,2023.8.20 12:00,388,227,39,654,1
안락→연산교차로,2023.8.20 12:00,499,0,167,666,1
연산터널→연산교차로,2023.8.20 12:00,266,259,55,580,1
교대→연산교차로,2023.8.20 13:00,305,0,305,610,1
부산시청→연산교차로,2023.8.20 13:00,588,372,217,1177,1
사직운동장→연산교차로,2023.8.20 13:00,187,553,45,785,1
신리→연산교차로,2023.8.20 13:00,377,209,31,617,1
안락→연산교차로,2023.8.20 13:00,476,0,106,582,1
연산터널→연산교차로,2023.8.20 13:00,233,265,48,546,1
교대→연산교차로,2023.8.20 14:00,328,0,304,632,1
부산시청→연산교차로,2023.8.20 14:00,578,364,233,1175,1
사직운동장→연산교차로,2023.8.20 14:00,212,564,36,812,1
신리→연산교차로,2023.8.20 14:00,346,172,47,565,1
안락→연산교차로,2023.8.20 14:00,534,0,155,689,1
연산터널→연산교차로,2023.8.20 14:00,277,273,52,602,1
교대→연산교차로,2023.8.20 15:00,301,0,296,597,1
부산시청→연산교차로,2023.8.20 15:00,580,366,214,1160,1
사직운동장→연산교차로,2023.8.20 15:00,172,551,58,781,1
신리→연산교차로,2023.8.20 15:00,350,205,39,594,1
안락→연산교차로,2023.8.20 15:00,522,0,152,674,1
연산터널→연산교차로,2023.8.20 15:00,266,287,49,602,1
교대→연산교차로,2023.8.20 16:00,300,0,292,592,1
부산시청→연산교차로,2023.8.20 16:00,499,347,223,1069,1
사직운동장→연산교차로,2023.8.20 16:00,210,534,47,791,1
신리→연산교차로,2023.8.20 16:00,391,211,34,636,1
안락→연산교차로,2023.8.20 16:00,545,0,139,684,1
연산터널→연산교차로,2023.8.20 16:00,261,277,46,584,1
교대→연산교차로,2023.8.20 17:00,300,0,321,621,1
부산시청→연산교차로,2023.8.20 17:00,478,316,215,1009,1
사직운동장→연산교차로,2023.8.20 17:00,169,530,60,759,1
신리→연산교차로,2023.8.20 17:00,363,226,35,624,1
안락→연산교차로,2023.8.20 17:00,542,0,141,683,1
연산터널→연산교차로,2023.8.20 17:00,239,258,62,559,1
교대→연산교차로,2023.8.20 18:00,293,0,295,588,1
부산시청→연산교차로,2023.8.20 18:00,480,284,204,968,1
사직운동장→연산교차로,2023.8.20 18:00,170,462,73,705,1
신리→연산교차로,2023.8.20 18:00,336,197,32,565,1
안락→연산교차로,2023.8.20 18:00,461,0,124,585,1
연산터널→연산교차로,2023.8.20 18:00,253,236,69,558,1
교대→연산교차로,2023.8.20 19:00,282,0,262,544,1
부산시청→연산교차로,2023.8.20 19:00,430,278,196,904,1
사직운동장→연산교차로,2023.8.20 19:00,179,457,61,697,1
신리→연산교차로,2023.8.20 19:00,338,181,29,548,1
안락→연산교차로,2023.8.20 19:00,382,0,125,507,1
연산터널→연산교차로,2023.8.20 19:00,214,251,49,514,1
교대→연산교차로,2023.8.20 20:00,273,0,227,500,1
부산시청→연산교차로,2023.8.20 20:00,377,259,164,800,1
사직운동장→연산교차로,2023.8.20 20:00,151,386,54,591,1
신리→연산교차로,2023.8.20 20:00,320,182,34,536,1
안락→연산교차로,2023.8.20 20:00,391,0,93,484,1
연산터널→연산교차로,2023.8.20 20:00,218,247,38,503,1
교대→연산교차로,2023.8.20 21:00,250,0,221,471,1
부산시청→연산교차로,2023.8.20 21:00,396,236,145,777,1
사직운동장→연산교차로,2023.8.20 21:00,130,367,57,554,1
신리→연산교차로,2023.8.20 21:00,280,169,22,471,1
안락→연산교차로,2023.8.20 21:00,394,0,95,489,1
연산터널→연산교차로,2023.8.20 21:00,208,221,45,474,1
교대→연산교차로,2023.8.20 22:00,198,0,234,432,1
부산시청→연산교차로,2023.8.20 22:00,321,188,140,649,1
사직운동장→연산교차로,2023.8.20 22:00,103,281,47,431,1
신리→연산교차로,2023.8.20 22:00,240,107,28,375,1
안락→연산교차로,2023.8.20 22:00,286,0,72,358,1
연산터널→연산교차로,2023.8.20 22:00,147,194,64,405,1
교대→연산교차로,2023.8.20 23:00,140,0,189,329,1
부산시청→연산교차로,2023.8.20 23:00,272,144,117,533,1
사직운동장→연산교차로,2023.8.20 23:00,79,265,62,406,1
신리→연산교차로,2023.8.20 23:00,189,114,19,322,1
안락→연산교차로,2023.8.20 23:00,203,0,66,269,1
연산터널→연산교차로,2023.8.20 23:00,147,180,61,388,1
교대→연산교차로,2023.8.21 00:00,108,0,178,286,0
부산시청→연산교차로,2023.8.21 00:00,193,134,86,413,0
사직운동장→연산교차로,2023.8.21 00:00,53,196,42,291,0
신리→연산교차로,2023.8.21 00:00,147,67,25,239,0
안락→연산교차로,2023.8.21 00:00,153,0,49,202,0
연산터널→연산교차로,2023.8.21 00:00,123,142,60,325,0
교대→연산교차로,2023.8.21 01:00,66,0,128,194,0
부산시청→연산교차로,2023.8.21 01:00,154,92,65,311,0
사직운동장→연산교차로,2023.8.21 01:00,55,134,24,213,0
신리→연산교차로,2023.8.21 01:00,85,59,7,151,0
안락→연산교차로,2023.8.21 01:00,117,0,29,146,0
연산터널→연산교차로,2023.8.21 01:00,89,113,42,244,0
교대→연산교차로,2023.8.21 02:00,57,0,101,158,0
부산시청→연산교차로,2023.8.21 02:00,129,57,51,237,0
사직운동장→연산교차로,2023.8.21 02:00,23,126,25,174,0
신리→연산교차로,2023.8.21 02:00,64,44,8,116,0
안락→연산교차로,2023.8.21 02:00,110,0,22,132,0
연산터널→연산교차로,2023.8.21 02:00,74,94,34,202,0
교대→연산교차로,2023.8.21 03:00,60,0,81,141,0
